,Unnamed: 0,index,id,name,target,enzyme,smile_string,smile,gene,disease
136,282,136,DB00915,Amantadine,P21430|Q8TCU5|P36544|P14416|P43681|P32297,P20711|P27338,NC12CC3CC(CC(C3)C1)C2,679|926|1019|1060|1171|1292|1446|1699|1899|1910|1962|1976|2033,SLC22A1,MESH:C535563|MESH:D000740|MESH:D000855|MESH:D001247|MESH:D001259|MESH:D001321|MESH:D001480|MESH:D001714|MESH:D001930|MESH:D002318|MESH:D002375|MESH:D002389|MESH:D002493|MESH:D002524|MESH:D002819|MESH:D019457|MESH:D019970|MESH:D003128|MESH:D003221|MESH:D003248|MESH:D003693|MESH:D003704|MESH:D003967|MESH:D004244|MESH:D064420|MESH:D004409|MESH:D020820|MESH:D004487|MESH:D005221|MESH:D005334|MESH:D005715|MESH:D005767|MESH:D006212|MESH:D006323|MESH:D006330|MESH:D006333|MESH:D006506|MESH:D006509|MESH:D006526|MESH:D006816|MESH:D006948|MESH:D006973|MESH:D018476|MESH:D007010|MESH:D007177|MESH:D007251|MESH:D007859|MESH:D053609|MESH:D054068|MESH:D008133|MESH:D008569|MESH:D019964|MESH:D009069|MESH:D009103|MESH:D009127|MESH:D018908|MESH:D009207|MESH:D009459|MESH:D009461|MESH:D009976|MESH:D010149|MESH:D016584|MESH:D010259|MESH:D010292|MESH:D010300|MESH:D010302|MESH:D020734|MESH:D010523|MESH:D016491|MESH:D010554|MESH:D011596|MESH:D011605|MESH:D011618|MESH:D012640|MESH:D020230|MESH:D020018|MESH:D012883|MESH:D012893|MESH:D019956|MESH:D013375|MESH:D013771|MESH:D016171|MESH:D005879|MESH:D014202|MESH:D014693|MESH:D014786|MESH:D015431
137,288,137,DB00933,Mesoridazine,P28223|P14416,P10635,CN1CCCCC1CCN1C2=C(SC3=C1C=C(C=C3)S(C)=O)C=CC=C2,4|53|80|201|397|427|486|548|562|588|589|650|675|744|832|875|890|917|926|935|949|1017|1019|1028|1057|1088|1101|1145|1167|1199|1265|1295|1325|1347|1367|1380|1480|1502|1552|1572|1585|1647|1689|1690|1750|1873|1998|2044,DRD2|EHMT2|CYP2J2|HTR2A,MESH:D017109|MESH:D001145|MESH:D001714|MESH:D002637|MESH:D003128|MESH:D003645|MESH:D004401|MESH:D004421|MESH:D007022|MESH:D008133|MESH:D012559|MESH:D012640|MESH:D016171|MESH:D014202
138,289,138,DB01217,Anastrozole,P11511,P08684|P20815|P10632|P22310|P35503|P16662|P05177|P11712,CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N,43|54|80|114|119|378|392|489|548|645|651|674|747|790|842|875|903|932|935|965|1024|1057|1366|1368|1380|1384|1417|1603|1673|1701|1754|1765|1778|1873,CYP19A1|TNFSF11|ABCB1|MAP4K4|ESR1|TNFRSF11B|PGR|ESR2|IGF2|CYP1B1|UGT1A4|KMT2C|TUBB1,MESH:D000230|MESH:D001943|MESH:D002349|MESH:D003072|MESH:D003882|MESH:C536961|MESH:D005923|MESH:D006529|MESH:D008113|MESH:D008569|MESH:D019964|MESH:D009364|MESH:D009376|MESH:D017119
139,290,139,DB01262,Decitabine,P26358,P27707,NC1=NC(=O)N(C=N1)[C@H]1C[C@H](O)[C@@H](CO)O1,4|80|194|222|240|314|378|409|439|577|601|606|610|650|656|807|849|896|926|932|935|1008|1019|1126|1171|1257|1292|1380|1452|1457|1463|1516|1659|1764|1819|1855|1873|1887|1921,EGFR|TET2|GMNN|ASXL1|DNMT1|IL2RA|GSTP1|DNMT3A|IDH1|KRAS|MUC2,MESH:D018268|MESH:D001008|MESH:D001249|MESH:D001943|MESH:D002277|MESH:D006528|MESH:D002289|MESH:D002294|MESH:D002471|MESH:D002972|MESH:D003110|MESH:D015179|MESH:D004417|MESH:D004701|MESH:D016889|MESH:D005234|MESH:D005317|MESH:D005355|MESH:D006258|MESH:D019337|MESH:D007248|MESH:D007938|MESH:D015464|MESH:D007951|MESH:D015470|MESH:D015477|MESH:D055370|MESH:D008175|MESH:D008223|MESH:D015674|MESH:D008545|MESH:D009101|MESH:D009190|MESH:D009369|MESH:D009374|MESH:D009447|MESH:D009845|MESH:D010051|MESH:D010190|MESH:D054198|MESH:D011248|MESH:D011297|MESH:D055728|MESH:D012208|MESH:D013274|MESH:D013964|MESH:D001749|MESH:D014604|MESH:D015431
140,291,140,DB00998,Frovatriptan,P28221|P28222,P05177,CN[C@@H]1CCC2=C(C1)C1=C(N2)C=CC(=C1)C(N)=O,1|119|122|140|231|309|355|361|577|650|676|807|875|926|1002|1019|1057|1114|1152|1171|1281|1285|1290|1291|1299|1325|1348|1357|1380|1385|1430|1601|1634|1697|1727|1738|1745|1750|1873|1917|1939|1978,HTR1B|HTR1D,MESH:D054058|MESH:D008881|MESH:D020325
141,292,141,DB06736,Aceclofenac,P35354|P23219,P11712,OC(=O)COC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl,80|147|152|264|325|342|366|381|389|429|491|561|650|684|695|701|807|974|1039|1088|1152|1199|1224|1349|1380|1386|1407|1579|1597|1683|1696|1737|1750|1873|1915|1917|2000|2004,CYP2C9,MESH:D001172|MESH:D056486|MESH:D002779|MESH:D003221|MESH:D006261|MESH:D006356|MESH:D006469|MESH:D006967|MESH:D008107|MESH:D017116|MESH:D008581|MESH:D010146|MESH:D014657|MESH:D014717
142,293,142,DB00683,Midazolam,P14867|P47869|P34903|P48169|P31644|Q16445|P18505|P47870|P28472|O14764|P78334|Q8N1C3|P18507|Q99928|O00591|Q9UN88|P14867|P47869|P34903|P31644|Q8N1C3|P18507|Q99928,P08684|P22310|P20815|P24462,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=C(C=CC(Cl)=C3)N12,124|135|165|216|326|352|378|433|451|561|624|699|724|816|843|875|881|891|917|926|935|984|1032|1057|1088|1133|1199|1263|1295|1380|1452|1535|1563|1683|1710|1722|1750|1813|1840|1855|1873|1915|1928|1986|1993,GABRB1|ABCB1|POR|GABRQ|UGT1A4|GABRA5|BRDT|CYP3A5|CYP3A4|VDR|GABRA1|GABRG3|GABRB2|GABRA2|GABRA3|GABRG1|CXCL8|BRD3|GABRD|GABRA4|TNF|GABRR2|CYP2B6|GABRE|GABRR3|GABRB3|PTH|GABRG2|BRD2|TSPO|GABRR1|GABRP|CREBBP|BRD4|GABRA6|TPM3|TGM2,MESH:D000402|MESH:D017109|MESH:D000544|MESH:D000647|MESH:D020324|MESH:D000648|MESH:D001037|MESH:D001049|MESH:D001259|MESH:D001264|MESH:D001281|MESH:D001342|MESH:D001480|MESH:D001919|MESH:D001927|MESH:D002318|MESH:D002375|MESH:D002422|MESH:D002493|MESH:D019970|MESH:D003072|MESH:D003128|MESH:D003221|MESH:D003643|MESH:D016757|MESH:D003680|MESH:D055191|MESH:D003693|MESH:D004172|MESH:D006970|MESH:D004244|MESH:D062787|MESH:D064420|MESH:D004401|MESH:D004409|MESH:D004417|MESH:D004421|MESH:D020821|MESH:D004831|MESH:D004827|MESH:D004830|MESH:D005207|MESH:D005911|MESH:D006212|MESH:D006323|MESH:D006331|MESH:D006606|MESH:D006930|MESH:D006935|MESH:D006973|MESH:D007022|MESH:D007040|MESH:D000860|MESH:D019586|MESH:D007431|MESH:D007859|MESH:D008569|MESH:D001523|MESH:D009127|MESH:D018908|MESH:D009207|MESH:D009325|MESH:D019636|MESH:D009461|MESH:D062025|MESH:D010146|MESH:D010149|MESH:D010554|MESH:D010689|MESH:D011041|MESH:D011183|MESH:D020250|MESH:D011595|MESH:D011596|MESH:D011605|MESH:D011618|MESH:D012021|MESH:D012120|MESH:D012127|MESH:D012131|MESH:D012140|MESH:D012640|MESH:D020230|MESH:D000077260|MESH:D007319|MESH:D012893|MESH:D012913|MESH:D013226|MESH:D013375|MESH:D013610|MESH:D013742|MESH:D013924|MESH:D014202|MESH:D014474|MESH:D014652|MESH:D018879|MESH:D014717|MESH:D014839|MESH:D015431
143,294,143,DB00472,Fluoxetine,P31645|P28335|Q15822|P32297|P30926|P61024|Q12809,P33261|P10635|P11712|Q14097|P05177|P08684|P20813|P20815,CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1,1|80|114|322|383|389|538|664|667|684|695|718|739|809|887|968|1057|1088|1152|1199|1260|1365|1380|1417|1430|1453|1581|1665|1695|1742|1750|1761|1873|1928|1995|2038,CYP1A2|SLC6A4|KCNH2|CYP2D6|NOS2|HTR2A|ATXN2|CYP3A4|HTR1B|AR|ACE|CYP3A5|ABCB1|DRD1|PPP1R1B|HTR1A|TPH1|AANAT|BDNF|CRHR1|FKBP5|SRP19|GSK3B|HTR4|SERPINE1|REEP5|IGF2,MESH:D000341|MESH:D017109|MESH:D020751|MESH:D019969|MESH:D000741|MESH:D000799|MESH:D059445|MESH:D000855|MESH:D001008|MESH:D001037|MESH:D001049|MESH:D001247|MESH:D053627|MESH:D001259|MESH:D001281|MESH:D001321|MESH:D001480|MESH:D001714|MESH:D001919|MESH:D001927|MESH:D020520|MESH:D002012|MESH:D002032|MESH:D052018|MESH:D006332|MESH:D002318|MESH:D002375|MESH:D002385|MESH:D002389|MESH:D002543|MESH:D056486|MESH:D002780|MESH:D002819|MESH:D019970|MESH:D003072|MESH:D003110|MESH:D019955|MESH:D003221|MESH:D003693|MESH:D003866|MESH:D003865|MESH:D003967|MESH:D004172|MESH:D006970|MESH:D007174|MESH:D004244|MESH:D064420|MESH:D004409|MESH:D055154|MESH:D004421|MESH:D004487|MESH:D004715|MESH:D004827|MESH:D007172|MESH:D005128|MESH:D005221|MESH:D001068|MESH:D005315|MESH:D020233|MESH:D005759|MESH:D005767|MESH:D006130|MESH:D006212|MESH:D006261|MESH:D034381|MESH:D006327|MESH:D006331|MESH:D006505|MESH:D006529|MESH:D006556|MESH:D019584|MESH:D006930|MESH:D006945|MESH:D006948|MESH:D017495|MESH:D006966|MESH:D006973|MESH:D006976|MESH:D006987|MESH:D018476|MESH:D007010|MESH:D007022|MESH:D007035|MESH:D020925|MESH:D007177|MESH:D007249|MESH:D002546|MESH:D007818|MESH:D008064|MESH:D008133|MESH:D008569|MESH:D001523|MESH:D020325|MESH:D019964|MESH:D009069|MESH:D009128|MESH:D020294|MESH:D009207|MESH:D009220|MESH:D009325|MESH:D009336|MESH:D009374|MESH:D019965|MESH:D009461|MESH:D009759|MESH:D009765|MESH:D009771|MESH:D015835|MESH:D009845|MESH:D010146|MESH:D016584|MESH:D010259|MESH:D010292|MESH:D010302|MESH:D010409|MESH:D010510|MESH:D010554|MESH:D010673|MESH:D010698|MESH:D020774|MESH:D011014|MESH:D011230|MESH:D011293|MESH:D011297|MESH:D011605|MESH:D011655|MESH:D011928|MESH:D020187|MESH:D012148|MESH:D012170|MESH:D012220|MESH:D012559|MESH:D012640|MESH:D012678|MESH:D020230|MESH:D020018|MESH:D012772|MESH:D012871|MESH:D020186|MESH:D007319|MESH:D012893|MESH:D013226|MESH:D013262|MESH:D013313|MESH:D013342|MESH:D013375|MESH:D013575|MESH:D013610|MESH:D013617|MESH:D013733|MESH:D013981|MESH:D020323|MESH:D014029|MESH:D016171|MESH:D014103|MESH:D005879|MESH:D014202|MESH:D014313|MESH:D016055|MESH:D014555|MESH:D014581|MESH:D014623|MESH:D014657|MESH:D020246|MESH:D014717|MESH:D014786|MESH:D015430|MESH:D015431|MESH:D014987
144,295,144,DB01400,Neostigmine,P22303,P06276,CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C,116|322|402|414|555|562|603|628|650|651|695|807|875|881|1039|1048|1057|1088|1114|1163|1195|1263|1380|1534|1653|1729|1750|1767|1873|1917,ACHE,MESH:D015746|MESH:D000402|MESH:D000647|MESH:D001049|MESH:D001763|MESH:D001768|MESH:D001919|MESH:D006332|MESH:D003248|MESH:D017453|MESH:D003967|MESH:D004244|MESH:D006327|MESH:D006930|MESH:D006943|MESH:D006973|MESH:D007022|MESH:D007024|MESH:D007035|MESH:D048949|MESH:D008133|MESH:D018908|MESH:D009135|MESH:D009157|MESH:D009325|MESH:D010146|MESH:D010149|MESH:D010243|MESH:D011183|MESH:D012133|MESH:D012640|MESH:D013035|MESH:D046628|MESH:D013610|MESH:D014202|MESH:D014313|MESH:D016055
145,297,145,DB00294,Etonogestrel,P06401,P08684,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],35|57|80|84|124|127|176|242|253|292|294|314|408|455|519|529|574|622|649|650|674|717|748|807|841|845|883|909|915|926|940|974|1019|1057|1060|1099|1154|1162|1278|1325|1351|1366|1380|1388|1457|1460|1558|1738|1873|1908|1952|2010,PGR|ESR1|AR|CYP3A7,MESH:D000152|MESH:D000568|MESH:D001941|MESH:D003866|MESH:D004244|MESH:D004412|MESH:D006261|MESH:D008599|MESH:D019964|MESH:D010146|MESH:D012851|MESH:D015430
146,301,146,DB00636,Clofibrate,Q07869,P05181|P09210|P08684|P04798|Q02928,CCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1,37|70|80|114|147|216|294|317|322|392|548|561|650|695|711|718|770|807|816|1057|1070|1207|1238|1380|1683|1722|1750|1873|1917|1958,CYP4F2|CYP2D6|JUN|CFL1|CYP3A4|CYP2C19|LPL|CYP1A2|TP53|PPARA|CDK1|FABP1|SLCO1B1|SCD|SLC2A4,MESH:D058186|MESH:D018248|MESH:D000787|MESH:D001145|MESH:D050197|MESH:D001416|MESH:D001778|MESH:D006528|MESH:D009202|MESH:D002471|MESH:D056486|MESH:D002637|MESH:D002764|MESH:D002769|MESH:D003327|MESH:D017449|MESH:D017453|MESH:D018223|MESH:D003919|MESH:D016883|MESH:D004211|MESH:D050171|MESH:D004417|MESH:D004487|MESH:D004620|MESH:D007172|MESH:D005076|MESH:D005234|MESH:D005235|MESH:D042882|MESH:D005770|MESH:D006099|MESH:D006331|MESH:D006470|MESH:D006529|MESH:D006937|MESH:D006943|MESH:D006949|MESH:D006951|MESH:D006953|MESH:D006959|MESH:D006965|MESH:D006973|MESH:D015228|MESH:D006984|MESH:D007249|MESH:D007674|MESH:D007889|MESH:D008107|MESH:D008113|MESH:D008114|MESH:D028361|MESH:D017240|MESH:D000068079|MESH:D018908|MESH:D009133|MESH:D009135|MESH:D009203|MESH:D009212|MESH:D009220|MESH:D009325|MESH:D009336|MESH:D009362|MESH:D009395|MESH:D009461|MESH:D009468|MESH:D020879|MESH:D052556|MESH:D010146|MESH:D010190|MESH:D011141|MESH:D011230|MESH:D011654|MESH:D013375|MESH:D014511|MESH:D001749|MESH:D014839
147,303,147,DB09232,Cilnidipine,Q00975|Q13936|Q01668|O60840|Q13698|Q02641|Q08289|P54284|O00305|O00555,P08684,COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC\C=C\C1=CC=CC=C1,13|80|145|147|389|486|650|694|695|715|753|754|807|835|838|841|871|875|878|893|1005|1019|1039|1057|1060|1088|1089|1114|1171|1191|1195|1199|1243|1274|1279|1321|1353|1356|1380|1464|1508|1592|1610|1651|1663|1722|1750|1809|1822|1873|1917|1940|1955|1963|2011|2033,GMNN|AR|CACNA1B,MESH:D001281|MESH:D001919|MESH:D006332|MESH:D006937|MESH:D006973|MESH:D015228|MESH:D007022|MESH:D011507|MESH:D013610
148,305,148,DB06772,Cabazitaxel,P68366|Q9H4B7,P08684|P20815|P10632,[H][C@]12[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C4=CC=CC=C4)C(C)=C([C@@H](OC)C(=O)[C@]1(C)[C@H](C[C@H]1OC[C@@]21OC(C)=O)OC)C3(C)C,1|42|114|117|131|145|146|147|196|227|231|244|249|310|314|352|389|392|606|608|626|650|656|666|668|679|682|695|705|706|718|733|752|787|797|802|807|841|926|937|959|962|1017|1019|1034|1035|1040|1057|1060|1088|1126|1143|1152|1153|1154|1185|1199|1224|1240|1274|1292|1300|1365|1380|1385|1411|1438|1440|1499|1508|1525|1574|1581|1586|1673|1696|1711|1721|1722|1739|1750|1758|1832|1859|1873|1908|1917|1971|1985|1991|1994|2016,TUBB|TUBB6|TUBB2B|TUBA3D|TUBA1A|TUB|TUBB4B|TUBA3E|CYP3A4|TUBB1|TUBA1B|TUBB8|TUBA1C|TUBB2A|TUBB3|TUBA4A|IGF2,MESH:D011471|MESH:D064129
149,308,149,DB00993,Azathioprine,P63000,P00492|Q9NV35|P47989|P51580|P08263|P09210|P09488|P20839|P12268|P49915|Q9BY32|P05177,CN1C=NC(=C1SC1=NC=NC2=C1NC=N2)[N+]([O-])=O,32|116|179|296|365|378|379|489|552|600|650|713|715|747|753|806|834|838|932|935|988|1057|1114|1145|1184|1195|1318|1380|1409|1452|1460|1517|1530|1543|1587|1607|1732|1810|1873|1885|1963|1986,TSHB|CYP2C9|HBB|NFE2L2|ATAD5|CYP2D6|CYP2C19|ABCC4|TP53|IDH1|CYP3A4|CYP1A2|PPAT|AOX1|TPMT|ITPA|GSTM1|NUDT15|PTH|FTO|TYMS|TYMSOS|DDRGK1|HLA-DQA1|HLA-DRB1,MESH:D015746|MESH:D000193|MESH:D058186|MESH:D000230|MESH:D000231|MESH:D000380|MESH:D000740|MESH:D000741|MESH:D000748|MESH:D000749|MESH:D000753|MESH:D000799|MESH:D000855|MESH:D056648|MESH:D018771|MESH:D001168|MESH:D001172|MESH:D001201|MESH:D001281|MESH:D001327|MESH:D053099|MESH:D001528|MESH:D001650|MESH:D001766|MESH:D001855|MESH:D019046|MESH:D001919|MESH:D001927|MESH:D001932|MESH:D002277|MESH:D002280|MESH:D006528|MESH:D002294|MESH:D002295|MESH:D002311|MESH:D002446|MESH:D002493|MESH:D056486|MESH:D056487|MESH:D023341|MESH:D002761|MESH:D002779|MESH:D002780|MESH:C538045|MESH:C535323|MESH:C537814|MESH:D015267|MESH:D003093|MESH:D003110|MESH:D000013|MESH:D003424|MESH:D003480|MESH:D003556|MESH:D017726|MESH:D015140|MESH:D003882|MESH:D003967|MESH:D004108|MESH:D004172|MESH:D004195|MESH:D004198|MESH:D003875|MESH:D004342|MESH:D064420|MESH:D004408|MESH:D004428|MESH:D004487|MESH:D016889|MESH:D009877|MESH:D004802|MESH:D004827|MESH:D004893|MESH:D004932|MESH:D005076|MESH:D010505|MESH:D005334|MESH:D005355|MESH:D005767|MESH:D030342|MESH:D013700|MESH:D005921|MESH:D005922|MESH:D015433|MESH:D006086|MESH:D014890|MESH:D006261|MESH:D006331|MESH:D006333|MESH:D006391|MESH:D006396|MESH:D006402|MESH:D006461|MESH:D006504|MESH:D006505|MESH:D019693|MESH:D006526|MESH:D019698|MESH:D006521|MESH:D006529|MESH:D056829|MESH:D006947|MESH:D006965|MESH:D006966|MESH:D006973|MESH:D006975|MESH:D007022|MESH:D007154|MESH:D007239|MESH:D007249|MESH:D015212|MESH:D020386|MESH:D007565|MESH:D041781|MESH:D007674|MESH:D007680|MESH:D007683|MESH:D018285|MESH:D007938|MESH:D056784|MESH:D007970|MESH:D008103|MESH:D008106|MESH:D008107|MESH:D017093|MESH:D017114|MESH:D008133|MESH:D008175|MESH:D008179|MESH:D008180|MESH:D008181|MESH:D008223|MESH:D016393|MESH:D008228|MESH:D008230|MESH:D008231|MESH:D008286|MESH:D008551|MESH:D008582|MESH:D016919|MESH:D048629|MESH:D055953|MESH:D009103|MESH:D020529|MESH:D018908|MESH:D009157|MESH:D009190|MESH:D009205|MESH:D009325|MESH:D009336|MESH:D009362|MESH:D009369|MESH:D009374|MESH:D016609|MESH:D009393|MESH:D009395|MESH:C535761|MESH:D009404|MESH:D009443|MESH:D009771|MESH:D009846|MESH:D010146|MESH:D010195|MESH:D010198|MESH:D016584|MESH:D015435|MESH:D010292|MESH:D010382|MESH:D010391|MESH:D010392|MESH:D016506|MESH:D010493|MESH:D010523|MESH:D010996|MESH:D017285|MESH:D011183|MESH:D011230|MESH:D054198|MESH:D011350|MESH:D011507|MESH:D011537|MESH:D011565|MESH:D011693|MESH:D012004|MESH:D012010|MESH:D051437|MESH:D012166|MESH:D045743|MESH:D012595|MESH:D012598|MESH:D012640|MESH:D012769|MESH:D012871|MESH:D013163|MESH:D013585|MESH:D013610|MESH:D013922|MESH:D013927|MESH:D014474|MESH:D001749|MESH:D014657|MESH:D018366|MESH:D018754|MESH:D014839|MESH:D015431
150,312,150,DB01118,Amiodarone,Q12809|Q9H252|Q9NS40|P08588|P07550|P13945|Q9P0X4|Q13936|Q01668|O60840|Q13698|Q02641|Q08289|P54284|O00305|P10827|P10828|P37231|Q07869|Q86YN6,P08684|P10632|P10635|P11712|P05177|P33261|P04798|P11509|P51589,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=C(O1)C=CC=C2,9|13|21|80|251|294|333|368|460|473|515|555|582|586|591|620|650|656|661|695|786|794|807|875|878|881|932|947|975|1057|1088|1128|1196|1197|1199|1243|1352|1357|1380|1385|1452|1524|1573|1604|1750|1808|1839|1873|1911|1917|1951|1981|2008,ABCB1|CYP3A4|CYP3A5|SCN5A|CYP2J2|KCNH2|CALCA|ADRA1A|ADRB1|CYP2C9|CYP1A2|CYP2C19|CYP2D6|GMNN|CBX1|MTOR|TG|SQLE|KCNE1|NOS1AP|SFTPA1,MESH:D015746|MESH:D000138|MESH:D058186|MESH:D000542|MESH:D000740|MESH:D000743|MESH:D000787|MESH:D000799|MESH:D000855|MESH:D001145|MESH:D001177|MESH:D001201|MESH:D001259|MESH:D001281|MESH:D001282|MESH:D054537|MESH:D001327|MESH:D053099|MESH:D001416|MESH:D001480|MESH:D001766|MESH:D001778|MESH:D001919|MESH:D001927|MESH:D002037|MESH:D006332|MESH:D009202|MESH:D002311|MESH:C535581|MESH:D002312|MESH:D066126|MESH:D002318|MESH:D002341|MESH:D002375|MESH:D002386|MESH:D002493|MESH:D002524|MESH:D002526|MESH:D002544|MESH:D017043|MESH:D056486|MESH:D056487|MESH:D002761|MESH:D002779|MESH:D002780|MESH:D003117|MESH:D003128|MESH:D003221|MESH:D003409|MESH:D003248|MESH:D003288|MESH:D003316|MESH:D003324|MESH:D003371|MESH:D016757|MESH:D003693|MESH:D003711|MESH:D003866|MESH:D003919|MESH:D004066|MESH:D004108|MESH:D004244|MESH:D004283|MESH:D003875|MESH:D004342|MESH:D064420|MESH:D004409|MESH:D020820|MESH:D004417|MESH:D004487|MESH:D004823|MESH:D007172|MESH:D004932|MESH:D005076|MESH:D005128|MESH:D005130|MESH:D005221|MESH:D005234|MESH:D005315|MESH:D005317|MESH:D005334|MESH:D005355|MESH:D016523|MESH:D020233|MESH:D042882|MESH:D005767|MESH:D006471|MESH:D005921|MESH:D015433|MESH:D006042|MESH:D006261|MESH:D020773|MESH:D006323|MESH:D006327|MESH:D006331|MESH:D006333|MESH:D006417|MESH:D006461|MESH:D006470|MESH:D006486|MESH:D006501|MESH:D006505|MESH:D006529|MESH:D006934|MESH:D006937|MESH:D006975|MESH:D006980|MESH:D006984|MESH:D020514|MESH:D007010|MESH:D007022|MESH:D007024|MESH:D007035|MESH:D007037|MESH:D007177|MESH:D007249|MESH:D019586|MESH:D007565|MESH:D041781|MESH:D007905|MESH:D007964|MESH:D008064|MESH:D008103|MESH:D008107|MESH:D017093|MESH:D017114|MESH:D008133|MESH:D008171|MESH:D017563|MESH:D055370|MESH:D008180|MESH:D001523|MESH:D008659|MESH:D009069|MESH:D055613|MESH:D018908|MESH:D009133|MESH:D009135|MESH:D009181|MESH:D009203|MESH:D017202|MESH:D017682|MESH:D009205|MESH:D009207|MESH:D009220|MESH:D009230|MESH:D009325|MESH:D009336|MESH:D009404|MESH:D009422|MESH:D009461|MESH:D009468|MESH:D020879|MESH:D020258|MESH:D000857|MESH:D009886|MESH:D009896|MESH:D009901|MESH:D009902|MESH:D018917|MESH:D010146|MESH:D010195|MESH:D010211|MESH:D010292|MESH:D010302|MESH:D020734|MESH:D010490|MESH:D010523|MESH:D010689|MESH:D020795|MESH:D010787|MESH:D010859|MESH:D010996|MESH:D011014|MESH:D011115|MESH:D011183|MESH:D011249|MESH:D011297|MESH:D011537|MESH:D011559|MESH:D011618|MESH:D011658|MESH:D051437|MESH:D012128|MESH:D012131|MESH:D012206|MESH:D012393|MESH:D012640|MESH:D012700|MESH:D012769|MESH:C566506|MESH:D012804|MESH:D012848|MESH:D054138|MESH:D012871|MESH:D017445|MESH:D012893|MESH:D013163|MESH:D013262|MESH:D013276|MESH:D013375|MESH:D013494|MESH:D013575|MESH:D013610|MESH:D013613|MESH:D054139|MESH:D013617|MESH:D017180|MESH:D013921|MESH:D013924|MESH:D013959|MESH:D013966|MESH:D013971|MESH:D016171|MESH:D014202|MESH:D014657|MESH:D018366|MESH:D056987|MESH:D018754|MESH:D018487|MESH:D014693|MESH:D054141|MESH:D018879|MESH:D014717|MESH:D014786|MESH:D015354|MESH:D014826|MESH:D014839|MESH:D015431|MESH:D014927
151,313,151,DB01406,Danazol,P03372|P10275|P06401|P30968|Q96P88|P13500,P11511|P08684,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC3=C(C[C@]12C)C=NO3,7|15|84|166|182|248|378|384|403|408|441|504|519|529|555|614|622|649|656|674|724|807|903|909|915|926|940|952|974|1019|1057|1060|1095|1099|1154|1162|1219|1236|1274|1313|1325|1380|1388|1436|1442|1531|1535|1738|1836|1873|1884,ESR1|PLG|CYP2C9|CYP1A2|CP|PGR|CYP2D6|AR|CYP3A4|GNRHR2|CYP2J2|STS|GNRHR|CXCL8|MBL2|CGB5,MESH:D000152|MESH:D058186|MESH:D000236|MESH:D018248|MESH:D000741|MESH:D000744|MESH:D000799|MESH:D054179|MESH:D001008|MESH:D018771|MESH:D001168|MESH:D001650|MESH:D001927|MESH:D001943|MESH:D006528|MESH:D002341|MESH:D002349|MESH:D056486|MESH:D015209|MESH:D002779|MESH:D002780|MESH:D003556|MESH:D003866|MESH:D050171|MESH:D004487|MESH:D004715|MESH:D005221|MESH:D005350|MESH:D020518|MESH:D006222|MESH:D006261|MESH:D006312|MESH:D006319|MESH:D006417|MESH:D006457|MESH:D006470|MESH:D006529|MESH:D056829|MESH:D006628|MESH:D019584|MESH:D006934|MESH:D006951|MESH:D006966|MESH:D006973|MESH:D052456|MESH:C531795|MESH:D007565|MESH:D041781|MESH:D007889|MESH:D008107|MESH:D017114|MESH:D008595|MESH:D008599|MESH:D019964|MESH:D009120|MESH:D009135|MESH:D009325|MESH:D009503|MESH:D010146|MESH:D010195|MESH:D010198|MESH:D010211|MESH:D010382|MESH:D055728|MESH:D011537|MESH:D011559|MESH:D011656|MESH:D011696|MESH:D016553|MESH:D051437|MESH:D012206|MESH:D012851|MESH:D007319|MESH:D013158|MESH:D013262|MESH:D013345|MESH:D013375|MESH:D013921|MESH:D013927|MESH:D014832|MESH:D015430
152,314,152,DB00496,Darifenacin,P20309|P11229|P08172|P08173|P08912,P08684|P10635,NC(=O)C([C@@H]1CCN(CCC2=CC3=C(OCC3)C=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1,80|104|114|140|218|310|317|389|394|441|615|650|656|718|739|780|807|869|875|926|935|950|1019|1035|1088|1096|1142|1145|1171|1199|1236|1243|1261|1325|1380|1417|1480|1529|1580|1610|1635|1704|1738|1750|1754|1791|1798|1873|1905|1906|1917|2017,CHRM3|CYP2D6,MESH:D003248|MESH:D008064|MESH:D016464|MESH:D053201|MESH:D014549|MESH:D014987
