,Unnamed: 0,index,mechanism,action,drugA,drugB
438,438,438,the hypoglycemic activities,increase,Gliclazide,Acebutolol
439,439,439,the hypoglycemic activities,increase,Glimepiride,Acebutolol
440,440,440,the hypoglycemic activities,increase,Glipizide,Acebutolol
441,441,441,the hypoglycemic activities,increase,Glyburide,Acebutolol
442,442,442,the atrioventricular blocking ( AV block ) activities,increase,Guanabenz,Acebutolol
443,443,443,the hypotensive activities,increase,Guanethidine,Acebutolol
444,444,444,the atrioventricular blocking ( AV block ) activities,increase,Guanfacine,Acebutolol
445,445,445,The risk or severity of adverse effects,increase,Halothane,Acebutolol
446,446,446,The serum concentration,decrease,Hexobarbital,Acebutolol
447,447,447,the hypotensive activities,increase,Hydralazine,Acebutolol
448,448,448,The metabolism,decrease,Hydroxychloroquine,Acebutolol
449,449,449,the antihypertensive activities,decrease,Ibuprofen,Acebutolol
450,450,450,The risk or severity of adverse effects,increase,Imipramine,Acebutolol
451,451,451,the bronchodilatory activities,decrease,Indacaterol,Acebutolol
452,452,452,the hypotensive activities,increase,Indapamide,Acebutolol
453,453,453,the antihypertensive activities,decrease,Indomethacin,Acebutolol
454,454,454,the hypotensive activities,increase,Irbesartan,Acebutolol
455,455,455,The serum concentration,increase,Isavuconazole,Acebutolol
456,456,456,The risk or severity of adverse effects,increase,Isoflurane,Acebutolol
457,457,457,the bradycardic activities,increase,Isoflurophate,Acebutolol
458,458,458,The risk or severity of adverse effects,increase,Isoprenaline,Acebutolol
459,459,459,The risk or severity of adverse effects,increase,Isosorbidedinitrate,Acebutolol
460,460,460,The risk or severity of adverse effects,increase,Isosorbidemononitrate,Acebutolol
461,461,461,the hypotensive activities,increase,Isradipine,Acebutolol
462,462,462,the antihypertensive activities,decrease,Ketoprofen,Acebutolol
463,463,463,the orthostatic hypotensive activities,increase,Labetalol,Acebutolol
464,464,464,the antihypertensive activities,decrease,Leflunomide,Acebutolol
465,465,465,the hypotensive activities,increase,Lercanidipine,Acebutolol
466,466,466,The risk or severity of adverse effects,increase,Levobupivacaine,Acebutolol
467,467,467,the orthostatic hypotensive activities,increase,Levodopa,Acebutolol
468,468,468,The serum concentration,increase,Levomilnacipran,Acebutolol
469,469,469,the bronchodilatory activities,decrease,Levosalbutamol,Acebutolol
470,470,470,The serum concentration,increase,Lidocaine,Acebutolol
471,471,471,the antihypertensive activities,decrease,Lornoxicam,Acebutolol
472,472,472,the hypotensive activities,increase,Losartan,Acebutolol
473,473,473,the antihypertensive activities,decrease,Loxoprofen,Acebutolol
474,474,474,The serum concentration,decrease,Lumacaftor,Acebutolol
475,475,475,the antihypertensive activities,decrease,Lumiracoxib,Acebutolol
476,476,476,the hypotensive activities,increase,Macitentan,Acebutolol
477,477,477,the bradycardic activities,increase,Malathion,Acebutolol
478,478,478,the antihypertensive activities,decrease,Masoprocol,Acebutolol
479,479,479,the antihypertensive activities,decrease,Mefenamicacid,Acebutolol
480,480,480,the bradycardic activities,increase,Mefloquine,Acebutolol
481,481,481,the antihypertensive activities,decrease,Meloxicam,Acebutolol
482,482,482,the bradycardic activities,increase,Memantine,Acebutolol
483,483,483,the hypotensive activities,increase,Mesoridazine,Acebutolol
484,484,484,the antihypertensive activities,decrease,Metamizole,Acebutolol
485,485,485,the atrioventricular blocking ( AV block ) activities,increase,Methamphetamine,Acebutolol
486,486,486,The risk or severity of adverse effects,increase,Methazolamide,Acebutolol
487,487,487,the hypotensive activities,increase,Methotrimeprazine,Acebutolol
488,488,488,the hypotensive activities,increase,Methyldopa,Acebutolol
489,489,489,the vasoconstricting activities,increase,Methylergometrine,Acebutolol
490,490,490,the antihypertensive activities,decrease,Methylphenidate,Acebutolol
491,491,491,The serum concentration,decrease,Methylphenobarbital,Acebutolol
492,492,492,the bradycardic activities,increase,Metoclopramide,Acebutolol
493,493,493,The serum concentration,increase,Metoprolol,Acebutolol
494,494,494,the bradycardic activities,increase,Midodrine,Acebutolol
495,495,495,the bradycardic activities,increase,Minaprine,Acebutolol
496,496,496,the hypotensive activities,increase,Moclobemide,Acebutolol
497,497,497,the hypotensive activities,increase,Molsidomine,Acebutolol
498,498,498,The risk or severity of adverse effects,increase,Morphine,Acebutolol
499,499,499,the antihypertensive activities,decrease,Mycophenolatemofetil,Acebutolol
500,500,500,the antihypertensive activities,decrease,Mycophenolicacid,Acebutolol
501,501,501,The risk or severity of adverse effects,increase,Nabilone,Acebutolol
502,502,502,the antihypertensive activities,decrease,Nabumetone,Acebutolol
503,503,503,the antihypertensive activities,decrease,Naproxen,Acebutolol
504,504,504,the hypotensive activities,increase,Nebivolol,Acebutolol
505,505,505,The serum concentration,increase,Nefazodone,Acebutolol
506,506,506,the bradycardic activities,increase,Neostigmine,Acebutolol
507,507,507,the hypotensive activities,increase,Nicardipine,Acebutolol
508,508,508,The risk or severity of adverse effects,increase,Acemetacin,Aceclofenac
509,509,509,the anticoagulant activities,increase,Acenocoumarol,Aceclofenac
510,510,510,The risk or severity of adverse effects,increase,Acetylsalicylicacid,Aceclofenac
511,511,511,The risk or severity of adverse effects,increase,Alclometasone,Aceclofenac
512,512,512,the antihypertensive activities,decrease,Aliskiren,Aceclofenac
513,513,513,the antihypertensive activities,decrease,Alprenolol,Aceclofenac
514,514,514,the antihypertensive activities,decrease,Amiloride,Aceclofenac
515,515,515,The metabolism,decrease,Amiodarone,Aceclofenac
516,516,516,the excretion rate which could result in a higher serum level,decrease,Amrubicin,Aceclofenac
517,517,517,The risk or severity of adverse effects,increase,Antipyrine,Aceclofenac
518,518,518,The serum concentration,decrease,Apalutamide,Aceclofenac
519,519,519,the anticoagulant activities,increase,Apixaban,Aceclofenac
520,520,520,The risk or severity of adverse effects,increase,Apremilast,Aceclofenac
521,521,521,The metabolism,increase,Aprepitant,Aceclofenac
522,522,522,the anticoagulant activities,increase,Argatroban,Aceclofenac
523,523,523,The risk or severity of adverse effects,increase,Azelastine,Aceclofenac
524,524,524,the nephrotoxic activities,increase,Balsalazide,Aceclofenac
525,525,525,The risk or severity of adverse effects,increase,Beclomethasonedipropionate,Aceclofenac
526,526,526,The risk or severity of adverse effects,increase,Benazepril,Aceclofenac
527,527,527,The therapeutic efficacy,decrease,Bendroflumethiazide,Aceclofenac
528,528,528,The risk or severity of adverse effects,increase,Betamethasone,Aceclofenac
529,529,529,the antihypertensive activities,decrease,Betaxolol,Aceclofenac
530,530,530,The risk or severity of bleeding,increase,Betrixaban,Aceclofenac
531,531,531,the antihypertensive activities,decrease,Bisoprolol,Aceclofenac
532,532,532,the anticoagulant activities,increase,Bivalirudin,Aceclofenac
533,533,533,The risk or severity of adverse effects,increase,Bromfenac,Aceclofenac
534,534,534,The risk or severity of adverse effects,increase,Budesonide,Aceclofenac
535,535,535,The therapeutic efficacy,decrease,Bumetanide,Aceclofenac
536,536,536,The risk or severity of adverse effects,increase,Candesartancilexetil,Aceclofenac
537,537,537,The metabolism,decrease,Capecitabine,Aceclofenac
538,538,538,The risk or severity of adverse effects,increase,Captopril,Aceclofenac
539,539,539,The metabolism,increase,Carbamazepine,Aceclofenac
540,540,540,the antihypertensive activities,decrease,Carteolol,Aceclofenac
541,541,541,the antihypertensive activities,decrease,Carvedilol,Aceclofenac
542,542,542,The risk or severity of adverse effects,increase,Celecoxib,Aceclofenac
543,543,543,the antihypertensive activities,decrease,Celiprolol,Aceclofenac
544,544,544,The serum concentration,increase,Ceritinib,Aceclofenac
545,545,545,The risk or severity of adverse effects,increase,Chloroquine,Aceclofenac
546,546,546,The metabolism,decrease,Cholecalciferol,Aceclofenac
547,547,547,The risk or severity of adverse effects,increase,Ciclesonide,Aceclofenac
548,548,548,The risk or severity of adverse effects,increase,Clobetasolpropionate,Aceclofenac
549,549,549,The risk or severity of adverse effects,increase,Clodronicacid,Aceclofenac
550,550,550,The metabolism,decrease,Clotrimazole,Aceclofenac
551,551,551,The risk or severity of adverse effects,increase,Cortisoneacetate,Aceclofenac
552,552,552,The metabolism,decrease,Crisaborole,Aceclofenac
553,553,553,the nephrotoxic activities,increase,Cyclosporine,Aceclofenac
554,554,554,the anticoagulant activities,increase,Dabigatranetexilate,Aceclofenac
555,555,555,The serum concentration,decrease,Dabrafenib,Aceclofenac
556,556,556,the excretion rate which could result in a higher serum level,decrease,Daunorubicin,Aceclofenac
557,557,557,The risk or severity of adverse effects,increase,Desmopressin,Aceclofenac
558,558,558,The risk or severity of adverse effects,increase,Dexamethasone,Aceclofenac
559,559,559,The risk or severity of adverse effects,increase,Dexketoprofen,Aceclofenac
560,560,560,The risk or severity of adverse effects,increase,Diclofenac,Aceclofenac
561,561,561,the anticoagulant activities,increase,Dicoumarol,Aceclofenac
562,562,562,The risk or severity of adverse effects,increase,Diflunisal,Aceclofenac
563,563,563,The serum concentration,increase,Digoxin,Aceclofenac
564,564,564,The therapeutic efficacy,decrease,Dinoprostone,Aceclofenac
565,565,565,The metabolism,decrease,Dosulepin,Aceclofenac
566,566,566,the excretion rate which could result in a higher serum level,decrease,Doxorubicin,Aceclofenac
567,567,567,the hyperkalemic activities,increase,Drospirenone,Aceclofenac
568,568,568,The risk or severity of adverse effects,increase,Enalapril,Aceclofenac
569,569,569,the neuroexcitatory activities,increase,Enoxacin,Aceclofenac
570,570,570,the excretion rate which could result in a higher serum level,decrease,Epirubicin,Aceclofenac
571,571,571,the antihypertensive activities,decrease,Eplerenone,Aceclofenac
572,572,572,The therapeutic efficacy,decrease,Epoprostenol,Aceclofenac
573,573,573,The risk or severity of adverse effects,increase,Eprosartan,Aceclofenac
574,574,574,The risk or severity of adverse effects,increase,Estrone,Aceclofenac
575,575,575,The risk or severity of adverse effects,increase,Estronesulfate,Aceclofenac
576,576,576,The therapeutic efficacy,decrease,Etacrynicacid,Aceclofenac
577,577,577,The risk or severity of adverse effects,increase,Etodolac,Aceclofenac
578,578,578,The risk or severity of adverse effects,increase,Etoricoxib,Aceclofenac
579,579,579,The metabolism,decrease,Floxuridine,Aceclofenac
580,580,580,The risk or severity of adverse effects,increase,Flunisolide,Aceclofenac
581,581,581,The risk or severity of adverse effects,increase,Fluocinoloneacetonide,Aceclofenac
582,582,582,The risk or severity of adverse effects,increase,Fluorometholone,Aceclofenac
583,583,583,The metabolism,decrease,Fluorouracil,Aceclofenac
584,584,584,The risk or severity of adverse effects,increase,Flurbiprofen,Aceclofenac
585,585,585,The risk or severity of adverse effects,increase,Fluticasonefuroate,Aceclofenac
586,586,586,The risk or severity of adverse effects,increase,Fluticasonepropionate,Aceclofenac
587,587,587,The metabolism,decrease,Fluvastatin,Aceclofenac
588,588,588,The metabolism,decrease,Fluvoxamine,Aceclofenac
589,589,589,The therapeutic efficacy,decrease,Folicacid,Aceclofenac
590,590,590,The metabolism,increase,Fosphenytoin,Aceclofenac
591,591,591,The therapeutic efficacy,decrease,Furosemide,Aceclofenac
592,592,592,The metabolism,decrease,Gemfibrozil,Aceclofenac
593,593,593,The risk or severity of adverse effects,increase,Haloperidol,Aceclofenac
594,594,594,the antihypertensive activities,decrease,Hydralazine,Aceclofenac
595,595,595,The risk or severity of adverse effects,increase,Hydrocortisone,Aceclofenac
596,596,596,The risk or severity of adverse effects,increase,Ibuprofen,Aceclofenac
597,597,597,the excretion rate which could result in a higher serum level,decrease,Idarubicin,Aceclofenac
598,598,598,The therapeutic efficacy,decrease,Indapamide,Aceclofenac
599,599,599,The risk or severity of adverse effects,increase,Indomethacin,Aceclofenac
600,600,600,The metabolism,decrease,Irbesartan,Aceclofenac
601,601,601,The metabolism,decrease,Ketoconazole,Aceclofenac
602,602,602,The risk or severity of adverse effects,increase,Ketoprofen,Aceclofenac
603,603,603,the antihypertensive activities,decrease,Labetalol,Aceclofenac
604,604,604,The metabolism,decrease,Leflunomide,Aceclofenac
605,605,605,the neuroexcitatory activities,increase,Levofloxacin,Aceclofenac
606,606,606,The metabolism,decrease,Lobeglitazone,Aceclofenac
607,607,607,The risk or severity of adverse effects,increase,Lornoxicam,Aceclofenac
608,608,608,The metabolism,decrease,Losartan,Aceclofenac
609,609,609,The metabolism,decrease,Lovastatin,Aceclofenac
610,610,610,The risk or severity of adverse effects,increase,Loxoprofen,Aceclofenac
611,611,611,The therapeutic efficacy,decrease,Lubiprostone,Aceclofenac
612,612,612,The serum concentration,decrease,Lumacaftor,Aceclofenac
613,613,613,The risk or severity of adverse effects,increase,Lumiracoxib,Aceclofenac
614,614,614,The risk or severity of adverse effects,increase,Masoprocol,Aceclofenac
615,615,615,The risk or severity of adverse effects,increase,Mefenamicacid,Aceclofenac
616,616,616,The risk or severity of adverse effects,increase,Meloxicam,Aceclofenac
617,617,617,The risk or severity of adverse effects,increase,Metamizole,Aceclofenac
618,618,618,The serum concentration,increase,Methotrexate,Aceclofenac
619,619,619,The risk or severity of adverse effects,increase,Methylprednisolone,Aceclofenac
620,620,620,the antihypertensive activities,decrease,Metoprolol,Aceclofenac
621,621,621,The metabolism,decrease,Midostaurin,Aceclofenac
622,622,622,The serum concentration,increase,Mifepristone,Aceclofenac
623,623,623,The risk or severity of adverse effects,increase,Mometasone,Aceclofenac
624,624,624,The risk or severity of adverse effects,increase,Morniflumate,Aceclofenac
625,625,625,The risk or severity of adverse effects,increase,Mycophenolatemofetil,Aceclofenac
626,626,626,The risk or severity of adverse effects,increase,Mycophenolicacid,Aceclofenac
